review,aspect
"O grande ponto positivo é a localização, a duas quadras da champ elyses e com vários pontos turísticos (arco, louvre, oarques) podendo ser visitados a pé. Os demais serviços (quarto, recepção, internet e café da manhã) não passam de razoáveis. Uma boa escolha se você vai passar a maior parte do tempo na rua.","['quarto', 'localização']"
"O hotel tem quartos limpos, embora pequenos ( como tantos outros em Paris). A velocidade de conexão da internet, gratuita para os hóspedes, é boa e, ao contrário do senso comum, os atendentes são de uma forma geral bastante cordiais. O hotel é próximo de uma importante estação de metrô e há diversas opções de restaurante por perto, para quando se chegar de viagem e não quiser sair para muito longe. Voltaria para esse hotel.","['hotel', 'internet']"
"O hotel é muito bem localizado, a uma quadra da Gare de Lyon, e 02 quadras do Carrefour. O quarto, apesar de pequeno, é maior do que os outros hotés que havia pesquisado, e é bem confortável. Idem para o banheiro. Tudo muito limpo e sempre bem arrumado. Internet grátis no hotel (voce se conecta por uma hora, mas pode renovar quantas vezes quiser). Fomos muito bem atendidos pelo pessoal da recepção, sempre muito prestativos. Recomendo.","['quarto', 'recepção', 'internet', 'hotel']"
"chao muito sujo do quarto e do banheiro.  quarto muito agradavel. boa localizacao e bom atendimento.  hotel com uma arquitetura peculiar, meio confiso de andar por dentro dele e ter acesso aos quartos.  nao pude usufruir do cafe da manha.   a internet estava com defeito e nao funcionou e os funcionarios nao sabiam falar espanhol.....nenhum deles!!! absurdo isso!!","['internet', 'hotel', 'atendimento', 'quarto']"
"O hotel é muito bom, os atendentes são educadíssimos e quase todos falam inglês perfeitamente. Mas o melhor do hotel, sem dúvida, é a localização: perto de tudo!!! Dá para ir a pé ao Louvre, Jardin des Tulleries, Jardin du Luxembourg, Îlle de la Cité, Îlle St Louis, caminhar a beira do Senna... Os quartos são razoavelmente espaçosos, considerando-se que estamos em Paris... o banheiro é ótimo, com banheira, inclusive. Enfim, quero ficar sempre lá!!!","['quarto', 'banheira', 'hotel', 'localização']"
"O hotel é para festa!! Se quiser sossego, não vá! Os quartos são temáticos, muito legais e amplos! O hotel segue a mesma linha, cheio de decoração de rock! Muito legal mesmo!! Várias lanchonetes dentro do hotel, ponto positivo! A academia tb é muito boa! Agora, minha dica é, quem puder aproveitar a pool party de domingo, Rehab, faça!!! É definitivamente o melhor do hotel!!!!!","['hotel', 'quarto']"
"Estive em Nova York em Jan/13 em férias com a minha familia. Apesar do frio intenso o hotel era muito acolhedor. Serviços de primeira qualidade e funcionários excelentes, além de acomodações muito confortáveis.  Localização excelente, perto da Broadway.  Recomendo.  Room Tip: Prefira os quartos com vista para a praça","['quarto', 'localização', 'serviço', 'hotel', 'funcionários']"
"Limpeza, atendimento e localização são os principais atrativos. Com design diferenciado, o hotel Verite é acolhedor, mesmo dentro de uma megalópole como Nova York. A pé, podemos ir para o Sul até o marco zero ou ao Norte, até o Central Park. é só ter disposição! Voltaria mais vezes, pois sei que fiz a escolha certa.","['limpeza', 'atendimento', 'hotel']"
Padrão Ibis. Perto da Estação de Metro somente 5 minutos a pé. A grande vantagem deste Hotel é que fica em frente a um shopping center com todas as vantagens para compras e alimentação.  Tem também varias alternativas de fast-food nas proximidades e restaurantes.  Room Tip: Pedir apartamento em andar alto e de frente para a Av Italie,"['padrão', 'hotel']"
"Excelente localização, com lojas e restaurantes maravilhosos por perto e duas linhas de metro. O café da manhã é bom. Nosso quarto era confortável, com duas camas de solteiro colocadas lado a lado. Faltava uma boa luz para leitura. O WI FI no quarto era muito fraco e desligava com frequência. Banheiro grande e confortável. Serviço simpático. O preço era muito bom em comparação com outros hotéis do mesmo nível.","['localização', 'serviço', 'preço', 'café da manhã', 'lojas']"
"Gostámos da Localização.  O Hotel apresenta alguns sinais de envelhecimento, nomeadamente de degradação de ombreiras e portas.  A limpeza do apartamento para quem fica mais de 4 dias e menos de 8 dias não existe! Nós ficamos 9 dias só foram ao apt no penúltimo dia e não foi uma arrumação como noutros hóteis.  Os funcionários foram prestáveis.","['localização', 'limpeza', 'apartamento', 'hotel', 'funcionários']"
"O Hotel fica em frente a rodoviária de Porto alegre, qualquer saidinha a noite fica impossível devido a proximidade da região central. Ideal para estadas rápidas viajando à negocios. Como o hotel fica na região central, o transito em horários de pico é muito complicado, ficando difíciu a locomoção e o transporte.","['horário', 'rodoviária', 'hotel']"
"Adoramos o hotel! Preço bom, café da manhã deliciosoooo, atendimento de primeiraaaa, quartos perfeitamente limpos, decoração impecavel, camas deliciosasss, localização fantastica com 2 estações de metro pertinho, monoprix na esquina, mercadinhos, restaurante italiano, padarias maravilhosas, AMEIIIIIII","['quarto', 'localização', 'hotel', 'cama', 'preço', 'atendimento', 'café da manhã']"
"Fizemos reserva com 15 dias de antecedência, chegamos na madruga e não havia a nossa reserva e o hotel sem vagas, e olhe que nos foi confirmado a vaga por email, o porteiro com educação ( única coisa que achamos legal, Sr José) nos indicou um hotel péssimo e muito inferior ao real, impossível de hospedar,onde tinha até pessoas dormindo na calçada em frente a portaria, além da bagunça na rua, retornamos no mesmo hotel (real) e nos foi indicado um novo hotel, só que não fomos ressarcidos da diferença de valor, somente da primeira estadia... Ficamos no prejuízo alem de termos passado por cansaço físico e insegurança já que estávamos em cidade desconhecida e era madrugada.","['rua', 'porteiro', 'hotel', 'cidade']"
"Pontos negativos: não limpam o quadro, não tem elevador, servem primeiro os americanos, a cozinha e velha e deixa a desejar na higiene.  Ponto positivo: localização!!! Localização central, rua tranquila e próxima a diversos transportes.  They don´t clean the room. They don´t have lift, The blond women serve the men before the other guests. If you are alone whith your kids, you are in a bad situation.  The only good point is the location!","['rua', 'cozinha']"
"Todos os funcionários que trabalham na Recepção, no Serviço de Quarto, no Bar e na Sala do Café da Manhã foram extremamente cordiais e atenciosos comigo e com minha mulher. Sempre dispostos a entender e a atender nossas necessidades. Realmente, o tratamento que nos dispensaram contribuiu para nossa estada em Paris fosse maravilhosa!    Alceu Landi","['recepção', 'serviço de quarto', 'café da manhã', 'funcionários']"
"Estive neste hotel duas vezes, se não me engano.  A localização é muito boa, próximo à Fauchon e diversas lojas de grife. Mesmo que não vamos às compras, é muito agradável caminhar até à Fauchon e tomar um lanche da tarde com o melhor Eclair que já experimentei em minha vida.  Todas às vezes que fui, ficamos em um quarto muito espaçoso, tranquilamente caberia 2 ou 3 camas de solteiro. Excelente custo/benefício.",['localização']
"Hotel muito bem localizado bem proximo ao metro. Recepcão muito aconchegante com vários itens de pesquisas como mapas, jornais e revistas. Não possui restaurante mas a copa possui todos os itens necessários. O café expresso e chocolate quente é formidável. Os quartos são lindos, bem confortavel com decoração bem romântica e de muito bom gosto. O Atendimento dos funcionários é impecável com vários funcionários sabendo falar várias linguas. E por fim a limpeza do hotel é impecável.","['atendimento', 'limpeza', 'hotel', 'funcionários']"
"Ficamos num quarto duplex, um casal e dois filhos adultos. Porém, o chuveiro ficava em cima e o toalete em baixo e isso foi um inconveniente. O fato de não limparem o quarto nos três dias em que nos hospedamos também não foi legal, mas não podemos reclamar disso porque já sabíamos!  A localização é muito boa, pertinho da estação do metrô e a maioria das atrações se pode fazer a pé.",['localização']
"O hotel apesar de ser simples,é muito bom,principalmente por sua licalização,fica próximo de vários pontos turisticos,pois se encontro na região historica da cidade,o que torna uma região com um ambiente bastanre agrádavel. Os funcionários tambem nos recebem muito bem,ótima recepção!","['hotel', 'cidade', 'funcionários', 'recepção']"
"Perto do Metro, ônibus, restaurantes, cafés e supermercados. Excelente localização, fácil locomoção. Excelentes recepcionistas, bem informados e prestativos. Hotel econômico e agradável. Recomendo a todos que não queiram gastar muito e serem bem atendidos.  Room Tip: Prefira os apartamentos de fundos.","['apartamento', 'localização', 'hotel']"
"Hospedei, , check-in rápido sem burocracia. O quarto estava desarruamdo, mas fomos relocados. Excelente serviço de limpeza, cafe da manhã com muita variedades, Quartos renovados, cafeteira, wi-fi com bom sinal, próximo a mercado, silencioso, cafe da manha ótimo por ser Europa, super limpo. Cama confortável. Recomendo!","['limpeza', 'quarto', 'cama']"
"As fotos não condizem com o que eu encontrei lá. o banheiro é muuuito velho, a torneira quando aberta fazia um barulho que mais parecia um trem chegando, papel de parede do quarto rasgado, o café da manhã bem mais ou menos, enquanto comíamos a mulher começou a resmungar, desligar o ar condicionado, televisão, e retirar a comida, uma falta de respeito, não recomendo.","['quarto', 'torneira', 'café da manhã', 'televisão']"
"O atendimento da recepção foi muito gentil e muito prático , o café da manhã delicioso e a localização muito boa.  Na minha estadia somente duas situações não foram muito satisfatórias: o elevador parou de funcionar e não observei respeito com a ala não fumante , o hóspede do quarto ao lado do meu fumava e isso incomodou demais , uma vez que a ala era não fumantes .","['recepção', 'café da manhã', 'quarto', 'elevador', 'localização', 'atendimento']"
"- Muito bom, porém a cafeteira no quarto é um aparelho modernoso, mas deletério. Conserva restos de cafés velhos. Não é falta de limpeza, é o tipo de máquina. – A reposição de lanches e refrigerantes fora de horários na loja de conveniência é fraca, a alternativa é trazer alimentos de fora. – Os preços da loja de conveniência são extremamente caros, um litro de água em supermercado custa 0,58E, no hotel uma garrafa de 700 ml custa 5E.",['preço']
"Hotel com dependenicas muito pequenas, quarto minúsculo. Tem a vantagem da localização em rua charmosa e muito proximo do Metro Place Rouge e a 20 minutos à pé da catedral Notre Dame.  O atendeimento foi muito cordial, inclusive com atendimento em espanhol o que nos ajudou muito. São bastante simpáticos. Valeu.","['quarto', 'hotel', 'rua', 'atendimento', 'localização']"
"Atendimento não compromente.  Um pouco distante do metrô, principalmente no frio. Quarto minúsculo, embora com cama boa e chuveiro quente.  Banheiro minúsculo também, com porta abrindo para lado errado.  O local é sossegado e com alguma infraestrutura, mas acredito existirem opções melhores pelo mesmo preço. Para quem viaja só pode ser uma opção, para casal não.","['preço', 'quarto', 'casal', 'cama', 'chuveiro', 'atendimento']"
"O Hotel é muito velho, já passou há muito dos seus tempo de glória. O ambiente tenta ser limpo, mas não acompanha a movimentação do pessoal, aos péssimas condições de conservação e o baixo custo. A localização é bem estranha e há barulho o tempo todo. É o típico hotel de caixeiro viajante, não recomendado para famílias ou quem quer dormir num ambiente limpo e saudável.","['localização', 'família', 'hotel']"
"Os quartos são pequenos, o local para guardar roupas é ruim, o café-da-manhã até que é bom, e não tem acesso wi-fi para os hóspedes. Uma coisa boa é que fica no centro próximo a bares, hotéis, shoppings, e perto do aeroporto também a 10km de distância.","['aeroporto', 'shopping', 'quarto']"
"Eu, meu marido e um casal de amigos estivemos nesse hotel em maio/2011. Gostamos de tudo, sem dúvida é um hotel charmoso! A localização deixa um pouco a desejar, mas também não é das piores...isso não nos atrapalhou em nada! Mas deixei meu anel em cima da pia do banheiro e adivinhem...sumiu, claro!! Falei com a recepcionista, mas não houve solução. Então cuidado com objetos pessoais a solta, viu, gente!!!","['casal', 'localização', 'hotel', 'pia']"
"Localização sensacional , perto de tudo , dá pra fazer quase tudo a pé. Ala nova do Hotel ficou ótima , confortável dentro da média de 4 estrelas. O único ponto negativo fica por conta dos preços internos de internet(ainda conbram), frigobar e room service que são proibitivos mas pra quem não usa nada disso recomendamos o Hotel. Nós voltaríamos.","['hotel', 'localização']"
"Staff bastante atencioso.  Quarto limpo e silencioso, bastante agradável.  Café da manhã de ótima qualidade se levarmos em conta o preço.  Não é um local central mas como o serviço público de transporte em Paris é uma beleza você está bem servido. A estação de metrô fica a menos de 10 minutos de caminhada tranquila. Procurei bastante até achar este hotel por um bom preço e fiquei satisfeito.  Na vizinhança tem bons restaurantes.","['café da manhã', 'hotel', 'quarto']"
"Passei uma semana neste hotel do Quartier Latin. Como estava trabalhando, a localização do hotel foi fundamental para os meus raros momentos de lazer. Consegui visitar (mais uma vez) a Notre-Dame e o Panthéon a pé. Aproveitei também para conhecer o Museu da Idade Média (Cluny).  O café da manhã é ótimo (11 euros) e tem wifi.  Minha crítica seria o tamanho do elevador (mal cabia a minha mala).  Room Tip: Os apartamentos de fundos são mais silenciosos (os sinos da igreja incomodam um pouco).","['apartamento', 'hotel', 'elevador', 'museu', 'localização', 'café da manhã']"
"Mto perto da estação de metro, oq melhora mto o conceito do hotel. Tentaram me cobrar o valor do Cafe da manha de 4 dias sendo que só tomei um e quando reclamei o atente foi grosso e atendeu mau até o fechamento na forma correta, como se eu estivesse errado...A falta de frigobar nos Ibis é uma falta grave.","['frigobar', 'hotel']"
"É uma boa relação custo-benefício ficar no Juliz. Os quartos não são dos melhores, mas dá para ter uma razoável noite de sono, ainda mais para quem, como eu, ficou somente uma diária. Ponto positivo para a rede Wi-Fi, que funciona perfeitamente.A recepção fechar a noite é um ponto negativo.","['recepção', 'custo-benefício', 'quarto']"
"Hotel confortável e luxuoso, com funcionários solícitos e excelente localização. Quartos muito amplos com colchões e lençóis de qualidade e banheiros limpos. Fica a alguns minutos a pé da Broadway, do Rockfeller Center, do MOMA, tem muitos bares e restaurantes a sua volta e lugar para tomar café na mesma rua. Recomendaria","['rua', 'funcionários', 'quarto', 'localização', 'hotel']"
"Hotel excelente: limpo, organizado, moderno, bonito e novo. Ficamos hospedados por 14 noites e não nos arrependemos. O quarto mais simples (cabine!) é MEGA pequenino, mas bem dividido e pensado: tem espaço para guardar mala, mini mesa para computador, cama super boa, chuveiro delicioso e vista incrível.   O Staff é atencioso, o hotel é bem localizado e tem balada , logo, público bem jovem.  Voltaria novamente com certeza.","['hotel', 'chuveiro', 'cama']"
"Fui com minha esposa em nossa lua de mel e adoramos. O staff é ótimo, o hotel é bem charmoso, fica num lugar excelente, ao lado da Opera e a umas 5 quadras do Louvre, duas quadras do metro, perto de ótimos restaurantes... O quarto tem um bom tamanho para os padrões de Paris e o preço esteve muito bom pelo conjunto. Superou nossas expectativas!","['quarto', 'hotel']"
"O Hotel tem uma ótima localização. Ande uma quadra e você estará na Champs Elysees. Os quartos são pequenos para quem está acostumado com quartos americanos, mas acho que isto é comum em toda Paris. Limpos, camas macias (eu prefiro colchões mais firmes). Os funcionários falam inglês e são prestativos. Internet grátis nos quartos. O hotel é bem apresentado. Café da manhã pago a parte mas não faltam opções de alimentação próximo ao hotel. Não tenho do que reclamar.","['café da manhã', 'internet', 'localização', 'funcionários', 'hotel']"
"Otimo Hotel, boa estrutura de alimentação. Excelente localização para quem quer conhecer e andar por NY. Nao deixar de jantar uma noite no restaurante giratório do 48 andar, a vista e magnifica e o bufet muito bom. O preço da diária e um pouco caro pois nao inclui o café da manha, senão fica mais Salgado. Mas vale muito a pena pois o Hotel nao e daqueles velhos e também caros de NY. O Quarto e excelente, muito espaçoso.","['hotel', 'preço', 'localização']"
"Escolhi o hotel em função do TripAdvisor, fui no escuro e foi uma grata surpresa na minha comemoração de 10 anos de casado. Ambiente agradável, funcionários hiper-atenciosos, café da manha e brunch com proseco incluído na diária, e localização a 50 metros da times square.  Recomendo muito especialmente para casais.  Otavio","['funcionários', 'hotel', 'localização']"
"Hotel bem localizado, porém muito sujo, levaram 3 dias para fazer a limpeza do WC e da ducha,, no local do banho, muito cabelo pelo ralo, muito cheiro de urina..no WC o cheiro de urina e fezes é demais, tendo ate moscas no local... O quarto.. imundo, roupa de cama muito sujas, o chao é sujo demais... A unica coisa boa que o hotel proporciona é a localizaçao e o valor, mas no fim, nao compensa pagar barato , pois a sujeira é demais.",['roupa de cama']
"Ótima localização , quase nem precisamos de metrô , conhecemos os principais pontos de nosso interesse andando mesmo! Café da manhã muito bom! Em relação ao valor do hotel vale a pena optar por este, pois uns amigos escolheram outros hotéis próximos nos mesmos valores e não tinham café da manhã ! Com certeza voltariamos!","['localização', 'hotel', 'café da manhã']"
"O hotel é super bem localizado, com saída de elevador de metrô a 10 passos da porta do hotel. O quarto foi super espaçoso, para 04 adultos, com uma cama de casal e um sofá cama suuuper confortável! A mini-cozinha funcionou muito bem! Recomendo totalmente tanto para casais jovens quanto para pessoas com idade. Há lojas e mercados próximos e é possível economizar bastante fazendo compras e comendo no hotel.","['lojas', 'hotel', 'cama']"
"Hotel muito antigo, no site é lindo, pessoalmente é horrível, cheira mofo, banheiro sujo, ar condicionado péssimo, café da manhã sem muitas opções, chuveiro demora a sair água quente, não tem indicação de quente/frio, tv de 14 antiga, internet nem sempre funciona e estacionamento caro, sendo que no site do reserva fácil não informa a cobrança. Ninguém ajuda a carregar as malas e, além do mais, quando buscam seu carro no estacionamento vem com cheiro de cigarro e com o ar condicionado e rádio ligados! Péssimo!!! Não me hospedo mais nesse hotel e nem recomendo!","['chuveiro', 'estacionamento', 'hotel', 'tv', 'internet', 'café da manhã']"
"O Hooters é um bom hotel para quem está a passeio apenas. Para quem procura um lugar para passar lua mel ou férias acompanhado de filhos, provavelmente este não é o melhor hotel. Aliás, se for levar crianças pra Vegas, repense sua viagem.  A localização é boa, embora não esteja na Strip, fica do lado, há cerca de 100 metros. Não tem café da manhã nem frigobar, problema para quem quer comprar alguma comida para deixar no quarto.","['café da manhã', 'hotel', 'frigobar', 'localização']"
"Boa prestação de serviço e segurança. Quartos pequenos, mas aconchegantes.  Possui boa localização, entretanto, não tão boa quanto a do Paramount. Conta com uma estação de metrô na rua.  Bela arquitetura, moderníssima, incluindo todo o prédio: lobby; quartos; restaurante e terraço (com uma bela vista que só os maiores de 21 podem apreciar).  Room Tip: Não se esqueça de deixar a gorjeta diária, senão as camareiras agem de má vontade.","['serviço', 'quarto', 'rua', 'localização']"
"O hotel têm alguns quartos novos e outros bem antigos. A cama é boa, café da manha bem servido. Na hora do almoço o serviço deixa a desejar, o restaurante demora muito para servir pratos prontos e sem muita opção mais natural.O atendimento da recepção é muito boa","['serviço', 'quarto', 'atendimento', 'almoço', 'hotel', 'recepção']"
"um hotel bom para quem vai a cidade para negócios, os quartos são limpos mais nada de mais, fiquei num quarto que estava recém reformado, fui muito bem atendido pela equipe, fica no centro o que faz facilitar sua vida.","['quarto', 'hotel', 'cidade']"
"Os quartos são meio em estilo frances, ficamos em um quarto quadruplo, eram duas camas de casal bem confortáveis, chuveiro tipico europeu e o vaso era em um ambiente separado. Mas no geral muito bom. O cafe da manha delicioso, muitos queijos, pao gostoso, iogurtes, sucos, leite... Acesso a internet no lobby. Localização perfeita, ao lado de supermercados, perto de metros, bares e restaurantes... dá pra ir a Champs Elisee a pé.","['cama', 'internet', 'quarto', 'localização']"
"Muito mais do que um hotel 3 estrelas. Café da manhã delicioso, hotel pequeno e aconchegante. O aquecimento do quarto funcionou muito bem no período em que estivemos hospedados, com temperaturas muito amenas. O banheiro possui uma banheira muito bacana. A localização é o ponto alto deste hotel. Próximo aos jardins de luxembourg, Notre Dame e Pantheon. Bairro boêmio com muitos bares e restaurantes abertos até tarde. Atendimento muito cordial.","['banheira', 'café da manhã', 'hotel', 'localização', 'atendimento']"
"Achei o hotel lindo, confortável. Café da manhã caro, porém delicioso, mas caro e não incluso( na minha opinião). Opção é ir ao shopping em frente, o The Fashion Show. Lobby lindo, restaurante lindo. Achei tudo lindo, inclusive o quarto que parece um apto de 2 quartos, tranquilo. Dá pra ir andando ao Venetian, isso de dia. A noite tem que pegar um taxi mesmo. MAs como é tudo perto, vale o custo.","['hotel', 'shopping', 'café da manhã', 'quarto']"
"Escolhemos o Elara por ser um hotel 100% para não fumantes, sem cassino e bem localizado: você sai direto no Miracle Mile Shops no Planet Hollywood, onde íamos ao cassino nos divertir à noite. O quarto é confortável, limpo e não tivemos problema com barulho. Alugamos um carro e o estacionamento é amplo e gratuito. Não recomendamos o buffet do PH. Ganhamos uns cupons e fomos lá, mas acreditamos que existem melhores. Fica muito bem localizado na Strip, perto do Bellagio e suas fontes.","['quarto', 'estacionamento']"
"O hotel é bacana e fica em um bom bairro, com muitos restaurantes e confeitarias. Próximo da estação de metrô Pernety, facilita a mobilidade, pois os melhores pontos turísticos não ficam próximos. Atendimento muito bom, com pessoas bastante atenciosas! Boa opção para quem, como nós, só pensa no hotel para dormir...rs ( não existem opções de lazer e o quarto, a pesar de aconchegante, é bem pequeno!)","['atendimento', 'hotel']"
"O hotel fica na região central de Paris, com acesso ao metrô logo na calçada. A duas quadras do jardim de Jardim de Luxemburgo.   Os quartos são extremamente limpos, com ótimo serviço e funcionários prestativos.  Room Tip: Quartos de fato muito pequeno. Se tiver com muitas malas, melhor procurar outro.","['serviço', 'quarto', 'hotel', 'jardim', 'funcionários']"
"Quarto muito bom, bom serviço. Muito boalocalizaçao, proximo a Times Square e 10 minutos da maioria das landmarks de MAnhattan. Proximo ao Central Park, empire state. Nao possui cafe da manha.  Room Tip: Consegui fazer o check inumpouco mais cedo. mas nao tente fazer as 11 da manha...nao rolou...mas vc...","['serviço', 'quarto']"
"Próximo do aeroporto mas com instalações precárias.Não tem elevador, você terá que subir com suas malas pela escada e sem ajuda de nenhum funcionário.Não gostei do quarto, bastante barulhento.Não gostei do banheiro, com porta sanfonada de pvc...tudo apertado e feio.O café da manhã é razoável, pelo preço...Apesar de barato, não pretendo me hospedar mais...Na minha opinião, vale pagar uns reais mais caro e ficar num local com mais qualidade.","['preço', 'quarto', 'escada', 'café da manhã', 'aeroporto', 'instalações', 'elevador']"
"Foi um susto! Muito mofo nos quartos, muito abafado o refeitório do café. Tivemos que ficar pois já estava pago e foi só pernoite, pois estavamos indo para serra gaucha.Alem de não ser avisado de obras.",['quarto']
Café bem ruinzinho. Fica longe do centro mas perto do aeroporto. Estacionamento meio estranho sem segurança. Mas o hotel é limpo só que o bom é ficar nos quartos para os fundos os da frente sao barulhentos devido ao movimentosdos carros e do trem na rua.,"['rua', 'hotel', 'aeroporto', 'estacionamento', 'quarto']"
Fiquei 7 dias com minha mulher. Adoramos. Quarto limpo e confortável. Banheiro muito bom. Café da manhã maravilhoso.. e o melhor: A alguns metros da estação do Metrô Gare de Lyon que te leva aos 4 cantos de Paris. Confesso que pretendo voltar várias vezes ainda à Paris e o Novotel Gare de Lyon com certeza será nosso local de descanso.   Muitas audades de lá...,"['quarto', 'café da manhã']"
"no site ,o hotel aparece em melhores condições,não fui atendida num dos pedidos que fiz do quarto, o banheiro está em condições razoáveis, mas o que é mais sério é que o termo cordialidadedescrito no site não é o ponto mais forte do pessoal que atende na portaria, falta simpatia, boa vontade no trato com o cliente. Sugiro treinamento,pois em qualquer atividade que se faça o relacionamento interpessoal é o que se tem de mais importante para o sucesso do trabalho.","['quarto', 'hotel']"
"Para quem conhece o Ibis, não existem grandes surpresas. Mas não é dos melhores Ibis que me hospedei, talvez pelo fato de ser julho e estar muito lotado, os funcionários não foram muito cordiais e a arrumação dos quartos não foi muito boa todos os dias (ficamos 10 dias), em alguns deles foi visível que foi feito de forma apressada e desleixada.  A localização é ótima, próximo do Sacre Coeur, metro, bons cafes e restaurantes. A relação custo-benefício também é excelente.","['custo-benefício', 'localização']"
"Próximo de tudo, tem tambem um metro na esquina, chegamos cedo, antes do horario de check-in, mas deixamos as malas e qdo voltamos , ainda antes do horario, nosso quarto ja estava pronto, quarto com um bom tamanho, limpo e funcionários muito atenciosos, cafe da manha simples mas bom,excelente custo/benefício. Com certeza ficarei la novamente.","['quarto', 'funcionários']"
"Realmente uma experiência em Las Vegas é inesquecível.  Tudo funciona, tudo é luxo, o Ária tem tudo para que você faça de sua estada uma experiência inesquecível!  Cheira muito bem, tudo é perfeito embora você é mais um......  Mas mesmo sabendo disso recomendo com louvor!  Room Tip: Os que têm vista para a Strip",['luxo']
"fiquei 5 dias no hotel, em uma junior suite com vista para o central park. Boa localização e vista bonita para o park. O quarto muito antigo, com aparelhos quebrados e necessitando urgente reforma. No último dia tive que trocar de quarto no meio da madrugada depois de acordar quase sufocado com um cheiro absurdo de amonia, vindo provavelmente dos dutos do ar condicionado, que me deixou intoxicado por mais de um dia. No check out sequer um pedido de desculpas. Péssima experiência.","['localização', 'quarto']"
"Queijos e vinhos todas as noites no lobby dão um belo início de noite antes de sair para jantar! Hotel mistura rústicio e moderno, quarto super confortável, limpo, ótima cama e de tamanho muitp bom! Café da manhã básico mas gostoso, staff atencioso! Terraço agradável e duas quadras do metrô! Recomendo!","['cama', 'quarto', 'jantar', 'hotel', 'café da manhã']"
"A equipe de funcionários é altamente eficiente e amigável, fomos muito bem recebidos.  Os pontos positivos: quarto grande, com terraço, café da manhã e happy hour com queijo e vinho incluídos na diária são os diferenciais em relação aos outros hotéis do mesmo padrão em NY. A localização também é excelente, a poucas quadras do central park e da times square. Recomendo a todos, tivemos uma excelente estadia.","['café da manhã', 'funcionários', 'quarto', 'localização']"
"O hotel em si não é um mau hotel, contudo fica longe do centro de Paris. Mas, sendo realista, as atracções em Paris não são todas concentradas no mesmo local, ou seja, é sempre preciso comprar um bilhete semanal ou diário de metro, portanto fazer mais 5 min de metro não foi um grande problema. Além disso, a estação de metro mais próxima encontra-se a menos de 5 min a pé do hotel.  O hotel ganha pontos na limpeza e no pequeno-almoço que oferece, que bom para o preço que pratica.","['almoço', 'limpeza', 'preço']"
"Excelente serviço, muita simpatia e disponibilidade do staff. Quartos muito limpos e em excelentes condições, embora pequenos mas o normal para Paris. Já é a nossa segunda vez na cidade luz e a nossa escolha recai sempre neste hotel. Qualidade/preço/localização (principalmente para quem saí em port-mailot ), plenamente justificada.","['quarto', 'localização', 'preço', 'serviço', 'hotel']"
"A localização é ótima, de final de semana tem uma feira livre bem próxima do hotel, mas os quartos tem um forte cheiro de cigarro. Essa é a segunda vez que ficamos neste hotel e o cheiro continua. Trocamos 3 vezes de quarto, mas um era pior que o outro, isso porque é um hotel 100% para não fumantes.","['localização', 'quarto', 'hotel']"
"Este hotel superou nossas expectativas em termos de padrão de atendimento. Fomos muito bem recebidos, acomodados e acessorados pela gerente Isabel(portuguesa) muito simpática e atenciosa. O hotel é muito bem localizado, limpo, recepcionistas solicitos e atenciosos; os quartos pequenos, porém, nada menor do que o esperado em Paris. Muito satisfeito e indico a todos!!!","['quarto', 'gerente', 'atendimento', 'hotel']"
"Quarto enorme, confortável e aconchegante, possui uma sala com 2 sofás, uma escrivaninha, balcão com pia armários e frigobar e mais uma mesa com 4 cadeiras. O banheiro tem o chuveiro separado da banheira e com porta de vidro e o vaso sanitário tem uma porta separando do resto do banheiro. Tudo muito amplo e limpo. Outro ponto positivo é o carro q fica muito perto do quarto, diferente dos grandes hoteis q vc precisa caminhar uns 10 min. e atravessar cassino para chegar no quarto.",['quarto']
"Achei ótimo! Depois de andar o dia inteiro conhecendo a cidade, poder tomar um banho quentinho e descansar a noite numa cama confortável! O quarto é pequeno mas nada que atrapalhe! Atrás do armário da tv tem alguns cabides para guardar algumas roupas. Os pessoal da recepção sempre muito simpático. Me hospedaria novamente nesse hotel.","['cama', 'quarto', 'cidade', 'tv', 'recepção', 'hotel']"
"Hotel bem localizado, praticamente na Times Square. O preco eh bem salgado, ou seja, caro..Paguei cerca de US300,00 a diaria.  Os quartos sao bem confortáveis e banheiro limpo.  Na ha nenhum tipo de cafe da manha, o que considero muito ruim para um 4 estrelas...e para seus hospedes que tem que se virar...  Os funcionários sao simpáticos porem nada mais....nao fazem muita questão de te ajudar..  Internet e paga como tudo no hotel....  Room Tip: acredito que todos os apartamentos sao iguais..",['quarto']
"Hotel super bem localizado, em uma região bem central e de alto nível!  O hotel é limpo, organizado e os funcionários são super amigáveis e prestativos!  O apartamento é pequeno porém bem confortável, roupas de cama de qualidade, climatização e banheiro funcionando perfeitamente! Televisão lcd com diversos canais e internet wifi disponível sem cobrança adicional. O quarto onde fiquei era bem silencioso (fundos).  Não contratei o café da manhã do hotel.","['hotel', 'funcionários', 'café da manhã', 'televisão', 'internet']"
"Bom hotel. Tem estacionamento, pago, mas por honestos U$6,00 a diária. Bom café da manha free. Otima localização em Anaheim, ao lado da Disney. Os quartos são amplos, novos, confortáveis e limpos. Internet free. Dá para ver a roda gigante do parque da janela do quarto. Mas, apesar de proximo, é impossivel chegar ao parque caminhando, porque a entrada fica do outro lado. A opção é ir de carro ou de onibus, que passa na esquina.","['internet', 'hotel', 'localização']"
